file,url,label
0001.json,https://docs.google.com/presentation/d/e/2PACX-1vTol5JtE-X-HtoUKn5FbquWW0Ow7kNQ18HeDM3EmdTCVwbRxneuSKX_Yin1fo-0nuAZZ9wVj6LWv5N1/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1
0003.json,https://sites.google.com/view/currently-update2710/update,1
0004.json,https://bit.ly/4gWhacz,1
0006.json,https://docs.google.com/presentation/d/e/2PACX-1vQ1KWlkIeVI11TRQ_DOv6FG-l-eSJ8UKz6mafkiBU5VxuCFbj9WysBS6PGOJ7SIL_9mcORbMb7EpHRl/pub?start=false&amp;loop=false&amp;delayms=3000,1
0007.json,https://ffhfglk.weebly.com/,1
0008.json,https://docs.google.com/forms/d/e/1FAIpQLSe-xVSFE4rvBtcBn__vtrlaK6rpSQNpkbJprjwvNl-poH8rqA/viewform,1
0010.json,https://qrco.de/bfJvyI,1
0011.json,https://docs.google.com/presentation/d/e/2PACX-1vSgm9Ken3eHm-NDTxjZlxAlxALTI3X0hNgBMk5JVmfv5XVQqy8WqP_YzSCugPC7FUXtrLzP5kmsijfP/pub?start=false&loop=false&delayms=1000,1
0012.json,https://meetaamassklogiin.webflow.io/,1
0013.json,https://docs.google.com/presentation/d/e/2PACX-1vQj5_YMUSuDh3WgYw0bDsRd-scmBsOhLOg9AdXQwvEX7I0QpzqSmtTv1mbFdx5XK3oXp5loV9_A8gzV/pub?start=false&amp;loop=false&amp;delayms=3000,1
0014.json,https://docs.google.com/presentation/d/e/2PACX-1vTd1FJARmB8s6XEnmGuFttyry6WTw66vfLf7VAQjIXe7dGZsMdAGYdpnm86L4mxvdck38W0tBe7mMKv/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1
0015.json,https://eastlinkhgdghfjj.weebly.com/,1
0016.json,https://dellavillas.com/unfold,1
0017.json,https://pub-da0890dd4543473aa8e84f5a3c6e45bb.r2.dev/campaignsN4Ig9gTgJgphBCBPEAuEEYA.html,1
0018.json,https://nicheuniversal.ukit.me/,1
0021.json,https://tiwofiana8.firebaseapp.com/,1
0023.json,https://my-phantom-app-wallet.webflow.io/,1
0024.json,https://mexycali.firebaseapp.com/,1
0025.json,https://docs.google.com/presentation/d/e/2PACX-1vRm5_acGRJVDuj3kU_qc4zdbKJ9SsPJnoFyhXcHme5tTICnU25TECUN_i824oXQHh3o9SU_dvziaAYj/pub?start=false&amp;loop=false&amp;delayms=3000,1
0026.json,https://share-eu1.hsforms.com/1CYWVJszvSeaGmxxuUiRy2g2ey20k,1
0027.json,https://racspace12.weebly.com/,1
0028.json,https://descriptive-teal-foe.glitch.me/index%20(1).html,1
0029.json,https://ashleybecklivenueve.firebaseapp.com/,1
0030.json,https://bit.ly/3YrqSOj,1
0031.json,https://kucoinloginxs.webflow.io/,1
0032.json,https://attceckp0int.weebly.com/,1
0035.json,https://docs.google.com/presentation/d/18aoH_ZNazEZntpB_CYgbCZ_BvWMa41D5f3bTRIFkI-A/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1
0036.json,https://docs.google.com/presentation/d/1TryaXum_mecUJ1QnEZN2hcah1G0Fw-5V6TF70_w_gXs/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1
0037.json,https://ylnk.cc/hcR9,1
0041.json,https://shorter.me/FSCGE,1
0042.json,https://dk11863366030.activehosted.com/f/1,1
0044.json,http://43.134.191.197/v3/signin/identifier?dsh=S1527723494:1679473203865962&amp;followup=https://accounts.google.com/?&amp;ifkv=AWnogHceRTLJMYRlYCUGZVFUP54OZtQJsMJ0IGHEJQ2_PJf2IGUzfjLYEBurUv_7Gf1G7i22FVMt-w&amp;passive=1209600&amp;xrealip=107.178.236.2&amp;continue=https://accounts.google.com/?&amp;xrealip=153.179.127.237&amp;flowName=GlifWebSignIn&amp;flowEntry=ServiceLogin&amp;ifkv=AWnogHcL_FwAHh242GUS0CScD9WGSIZo7hsZc7TM7XaagECqMBYvR3_NqLMYaGVR96NnoqWJtaxURw,1
0046.json,https://home-101858.weeblysite.com/,1
0047.json,http://allegro.pl-oferta863549.com,1
0048.json,http://129.226.211.41/InteractiveLogin?continue=https://accounts.google.com/?&amp;followup=https://accounts.google.com/?&amp;passive=1209600&amp;xrealip=107.178.231.245&amp;ifkv=AWnogHfdH-g0j7oR_axegQtH2EVGtCmO5eywPSLNG5UyWdybfZ_dBz69jJziklfibbiNtsHSHyj8Vw,1
0049.json,https://qrco.de/bf7qNs,1
0050.json,https://q-r.to/bfIg70,1
0051.json,https://bit.ly/3WpMFmK,1
0052.json,https://l.ead.me/bfMFC7,1
0053.json,https://docs.google.com/presentation/d/e/2PACX-1vQzX3mD9vVIPilcepvhIUOR0u8eeXkuMJGjczeR1b1gBZlmCc1pTIroCR6V8zgOjxeTWhlg4m5Vqtr7/pub?start=false&loop=false&delayms=3000,1
0054.json,https://docs.google.com/presentation/d/e/2PACX-1vQQl0Wk4TuWuhbZbR9MuSb0WyQDYRe4adna_rL1rQNVoIu9L9e0nopw_3uiWMxN4A5Hw9kHImJaRiBC/pub?start=false&amp;loop=false&amp;delayms=3000,1
0057.json,https://assets-eur.mkt.dynamics.com/0abbb778-44ed-ef11-933d-000d3a24897a/digitalassets/standaloneforms/1bb7593c-e6f5-ef11-be1f-7c1e525f237f,1
0058.json,https://q-r.to/bfN9f6,1
0059.json,https://bit.ly/3WLts0a,1
0061.json,https://surl.li/oruzv,1
0063.json,https://qrco.de/bfKGyW,1
0064.json,https://l.ead.me/bfEcud,1
0066.json,http://pub-8376b5b2334844d193a525d8b8548fa5.r2.dev/b99.html,1
0067.json,https://voicemailonemailloading.github.io/New/Voice.html,1
0068.json,https://docs.google.com/presentation/d/e/2PACX-1vQXGCeOMoZQX85mEGSACQYok8gkjPHlp3JF9C7P5eduQlkvEZq7ITa9W59L_sPytBb-ekVF0iYEmWnv/pub?start=true&amp;loop=true&amp;delayms=3000,1
0069.json,https://abfrcicunest.web.app/,1
0070.json,https://gspounos.firebaseapp.com/,1
0071.json,https://mybt-0-jvq6.my.asekio.com/,1
0072.json,http://allegrolokalnie.plslgjp1jlfia01ghk.shop,1
0073.json,https://activadinersclub.webcindario.com/,1
0074.json,https://idecclokasd.com/#bTqH0imWYMQR2zNyxsuIiFZUHKuTHL70WhCoRemLooRiyxt/?em=redacted@abuse.ionos.com,1
0077.json,https://l.ead.me/bfX3L2,1
0079.json,https://qrco.de/bfEgix,1
0080.json,https://allegro.pl-oferta2111585.shop,1
0083.json,https://home-103498.weeblysite.com/,1
0084.json,https://qontomsg06.firebaseapp.com/,1
0085.json,https://tinyurl.com/4zvzznk6,1
0086.json,https://exweme88490.activehosted.com/f/1,1
0088.json,https://trezzzoarwallet.webflow.io/,1
0089.json,https://q-r.to/bfJSDs,1
0091.json,https://114f502.wcomhost.com/,1
0092.json,https://bxnbcc.weebly.com/,1
0095.json,https://l.ead.me/bfKASoSvwserewrhe34,1
0096.json,https://1gn304z1.odoo.com/,1
0097.json,https://sjsjsksksksllak.glitch.me/,1
0100.json,https://t.co/xrDQ5lMOGT,1
0101.json,https://l.ead.me/bfJBuS,1
0103.json,https://belilsystem.weebly.com/,1
0104.json,https://magic.ly/mailforattuserupdate,1
0106.json,https://www.amazingappclub.com/app/jp.japanpost.jp_bank.bankbookapp?utm_source=133896259867&amp;utm_medium=search&amp;utm_campaign=15520945349&amp;gad=1&amp;gclid=EAIaIQobChMItY-drZXR_wIVFsSWCh2bFAGcEAAYASAAEgIplvD_BwE,1
0107.json,https://docs.google.com/presentation/d/1qlQkXoC9THaRwJsplAu0VkzVcoeNgeisv4SBxdM6k4M,1
0108.json,https://docs.google.com/presentation/d/e/2PACX-1vQaLTWmCdthZYtQ6UHdbVXeiDa0Zc_HTzNxKjSqWa2h8jxt2KQPtotpybrEiF9xaAXzqYoztn2RyJXM/pub?start=false&loop=false&delayms=3000,1
0109.json,https://qrco.de/bfJXSp,1
0110.json,https://m3ch31l.github.io/bt_internet/,1
0111.json,https://docs.google.com/presentation/d/e/2PACX-1vQ57fBH-mQKeLN1WFK596hCl-p9K-6sc4jy4gwDuQVNmKXp4QWx4APedNlWqIpL1JSK6-OE-uOjwod6/pub?start=false&loop=false&delayms=3000,1
0112.json,https://l.ead.me/bfNHVh,1
0113.json,https://docs.google.com/presentation/d/1Qtl74ZjDnXJtOLOs7giQMehBPVCu1Jgn-PpRmzRvINk/pub?start=false&amp;loop=false&amp;delayms=3000,1
0114.json,https://docs.google.com/presentation/d/e/2PACX-1vTdfHOgFyPf9HVYnPFVx1MJ5YV2bO0XdNlYd8cRAuR9p_eIkqGjMyFyLxhXTZZHBPKTmDEg2luH9nVZ/pub?start=false&amp;loop=false&amp;delayms=3000,1
0119.json,https://orangeeurope89.wixsite.com:443/verification,1
0120.json,https://my-ee-details.web.app/,1
0121.json,https://telstra-107250.weeblysite.com/,1
0122.json,https://www.dropbox.com/scl/fi/acom06btyjay8tkjs9z4c/BT-Communication.papert?rlkey=qt8bx2b1kr3b0ijs2ak4abzod&dl=0,1
0124.json,https://docs.google.com/presentation/d/e/2PACX-1vS_p6Svv2NP9lzhsQ_oje0oesvs4Yy0SrGTdiqmi_adD-E1Z0Tp6UM01LFinngdwNBAxcOJPRair1Q3/pub?start=false&loop=false&delayms=3000,1
0125.json,https://docs.google.com/presentation/d/e/2PACX-1vQC03yfOI6ArCqS2X1miPgIBgVWpyd1lM9taHnf8EpgzCFSaInbcnB-ttu4JlcjoOU8fLsB4P_25rkN/pub?start=false&amp;loop=false&amp;delayms=3000,1
0128.json,https://notafr-abfab.web.app/,1
0129.json,https://s523008.smtp02.pulse-stat.com/sl/7d2f2ba658715a2fbb47372898954acf0,1
0130.json,https://t.co/2JHqmjaTtL,1
0131.json,https://l.wl.co/l?u=https://l.ead.me/bfCnnmSCvdsberhegDSv,1
0133.json,https://sigcomup.web.app/,1
0134.json,https://secure-sso--blockfi-n--cdn.webflow.io/,1
0135.json,https://jqme8zxx.forms.app/paiementss-vinted-credits-vinted-refss,1
0136.json,https://pub-cfba3e7d81b847b69459eff833c37fd5.r2.dev/index.html,1
0137.json,https://matthevvpalm1988.activehosted.com/admin/archived_user.php,1
0138.json,https://docs.google.com/presentation/d/e/2PACX-1vQC-EYWFdNnMAWRSXoP_IfOOB3Vu3LrZSvkmFmwVs1k7ITUv07KmHn9QbmyPxwfLtYRrqTzzxGp93hQ/pub?start=false&amp;loop=false&amp;delayms=3000,1
0139.json,https://docs.google.com/presentation/d/16Gyfmzrka0yf3NzldRxR0903VhPIvRr983oJJA0x3c8/pub?start=false&amp;loop=false&amp;delayms=3000,1
0141.json,https://bit.ly/4gYYzNa,1
0142.json,https://greenguide-assets-sg.s3.ap-southeast-1.amazonaws.com/f3d29b3f-638b-4fa1-a26b-c2152b8afea3.html,1
0143.json,https://qrco.de/bfJP66,1
0144.json,https://1habt.trk.elasticemail.com/tracking/click?d=AXPR3LF_iWP_NGci6T9QmKk90c_3T3IQNFvzXE3M9zqbAy78xG8NF9yvT2Iawjz124n-22b8XNGS_CifjGRffD1_S0qLvsHQRCdPhnwstGk7kPwlQJJDX2gG0OsSlnZ87ATEa7RDDSww8ZDoql1zbvY1#redacted@abuse.ionos.com,1
0145.json,https://449928-coinbase.com,1
0147.json,https://bit.ly/3B8jJZw,1
0148.json,http://usaconferencing.com/,1
0150.json,https://q-r.to/bfNzUD,1
0152.json,https://docs.google.com/presentation/d/e/2PACX-1vQmc8DT05gUDsdeLdGDHoPSk97Bd_7fJDamoX869kGdsDdD1w0faPxKXt8yBCH_EkfXacIFEyQJcjvJ/pub?start=false&loop=false&delayms=3000,1
0154.json,https://q-r.to/bfK0Zq,1
0155.json,https://review-management-c987f.firebaseapp.com/,1
0156.json,https://kkcinaologeen.webflow.io/,1
0157.json,https://docs.google.com/presentation/d/1UDO_jQoqEJ-_B4MOxXnK336DghJKggCGkoXfkhb1O78,1
0158.json,https://att-sign-in-106913.weeblysite.com/,1
0160.json,https://bollon.ru/bitrix/twint.ch/Redeem/,1
0161.json,https://bit.ly/3zHtqxw,1
0162.json,https://abouti365php.weebly.com/,1
0163.json,https://secure-blockfi-sso--cdn--b.webflow.io/,1
0165.json,https://docs.google.com/presentation/d/e/2PACX-1vTnwb6lbQ_gej__n0wGFupHVuU24hQAQ0emhceeP8cqHbreAwtb9Nx8akpN11wk9ryqHLgSb7lKPFgz/pub?start=false&amp;loop=false&amp;delayms=3000,1
0166.json,http://43.156.75.220/v3/signin/identifier?dsh=S-49921858%3A1680591627448980&amp%3Bcontinue=https%3A%2F%2Faccounts.google.com%2F%3F&amp%3Bfollowup=https%3A%2F%2Faccounts.google.com%2F%3F&amp%3Bxrealip=35.203.255.107&ifkv=AQMjQ7QjGnAVwmrjLusLCbEKkby1cRhGKOO19wYbRZjdbfefYe4oXIsOq-nGBAvdUhXhs7xpI4Mlvw&passive=1209600&xrealip=34.198.46.118&flowName=WebLiteSignIn&flowEntry=ServiceLogin,1
0167.json,https://zidneapoteke.com/,1
0169.json,https://v2d5v4.blogspot.ca/,1
0170.json,https://t.co/6SDkv2VpMd,1
0171.json,https://auth---start--ttezor.webflow.io/,1
0172.json,https://provindkj.webcindario.com/Inicio/,1
0173.json,https://t.co/HuLmLkvOjg,1
0174.json,https://rastreando.in.ua/rastreamento.php,1
0175.json,https://l.wl.co/l?u=https://qrco.de/bf6TbJSjcnaksmcwe4iwefoSc,1
0177.json,https://help-ledgrcdn.webflow.io/,1
0179.json,https://atmailupdateivskmdinfomailacct.weebly.com/,1
0181.json,https://pub-234e608c53854d5b8b28d21bb1f60343.r2.dev/index.html,1
0182.json,https://faq--trezor--bridge.webflow.io/,1
0183.json,https://q-r.to/bfNnJ3,1
0184.json,https://walletgphantoom.webflow.io/,1
0185.json,https://sites.google.com/view/cfasre/p%C3%A1gina-principal,1
0186.json,https://zpr.io/us74Xfr98Dyf,1
0187.json,https://attupdate-101285.weeblysite.com/,1
0189.json,https://zimbraupdateee.weebly.com/,1
0190.json,https://href.li/?https://movies.proxkes01.xyz/en/loading,1
0191.json,https://docs.google.com/presentation/d/e/2PACX-1vR35b7rhkzv8OeL4D2HZwAZiGCG7FmzFwUuQyP1M1ipl5PTnQvxXBtVEuWqcXLLK70VpEGSz1ENqAMo/pub?start=false&amp;loop=false&amp;delayms=3000,1
0192.json,https://sky-105848.weeblysite.com/,1
0194.json,https://magic.ly/newestemailattmail,1
0196.json,https://www.dropbox.com/scl/fi/olg5ley6kr37av9halwlk/BT-VOICE-NOTIFICATION.papert?rlkey=zw9192ce6hlqgiwpibd64sss0&dl=0,1
0197.json,https://drive.google.com/file/d/1C5O9_Y8_OcTSEPwyOjfarN1K-KJ4D9FE,1
0198.json,https://currentlyattyahoo6check.weebly.com/,1
0199.json,https://suivi-livraisoncolisrelay.info/pac/calcul.php,1
0200.json,https://attttttttttt1.weebly.com/,1
0202.json,https://qrco.de/bfa38T,1
0205.json,https://s4r9mj97.r.us-east-1.awstrack.me/L0/https://lnkd.in/dXnhhYBc/1/01000181eecab6cf-769da54d-7b69-4125-84f0-dc49abe930cd-000000/t_-tkxz7q3RbxjaUFqRDL3UGqcY=277,1
0206.json,https://phantom-wallemozila.webflow.io/,1
0208.json,https://q-r.to/bfJWTu,1
0209.json,https://trezzorsuite-org.gitbook.io/us,1
0210.json,https://qrco.de/bfgEXm,1
0211.json,https://elementingstore.firebaseapp.com/,1
0212.json,https://orange-wolf-310804.hostingersite.com/1/webmail.php?refresh=tips@fbi.gov,1
0213.json,https://q-r.to/bfI1Fe,1
0214.json,https://pub-d26f51ed21794755be796352ce125e5a.r2.dev/sewacrypt-n.htm,1
0215.json,https://l.ead.me/bfU1KI,1
0216.json,https://ledge-rlive-login.webflow.io/,1
0217.json,https://att-currently-1-21-2025.weeblysite.com/,1
0220.json,https://sites.google.com/view/att-currently-12-1-23/update,1
0221.json,https://neriozaddgeyhik.weebly.com/,1
0222.json,https://wwdza1.blogspot.com/,1
0225.json,https://q-r.to/bfES3j,1
0227.json,https://docs.google.com/presentation/d/e/2PACX-1vRte9yiiornWtLpIkc-f_2xdo6UCgfMjaWwCdeOQ_sZ8u0srS_sWKLclI0r12KY4NhFXjJftMKa3ph6/pub?start=false&amp;loop=false&amp;delayms=3000,1
0228.json,https://btinternet-101389.weeblysite.com/,1
0230.json,http://studio-taddei.it/din/New%20folder/Indexxatt.htm,1
0231.json,https://docs.google.com/presentation/d/e/2PACX-1vT6pPHEkYxVHoBaDiyMH-3TQ2-FN7QqdUD0vEtcNv6ZgdQ6dp9WovsBPlgBJFjTRRXi3o7btKFapqxV/pub?start=false&amp;loop=false&amp;delayms=3000,1
0232.json,https://docs.google.com/presentation/d/e/2PACX-1vQplJHjkqfhGpD2etyqw9zJZerMwZ2hxNleAIsCi4pTXGBAjokaUOSktQP5J5fnSUogvJRq31kmcXTh/pub?start=false&loop=false&delayms=3000&pli=1&slide=id.p,1
0233.json,https://secure-login-coral.vercel.app/,1
0234.json,https://ajiwnastafdo.com/,1
0235.json,https://redvey.com/,1
0237.json,https://qrco.de/bfS5Gi,1
0239.json,https://attuseryahoo.github.io/attyahoologin/,1
